OfficeName ( BO/SO/HO),Pincode,Sub-distname,DistrictName,StateName
Dahia B.O,801110,Paliganj,PATNA,BIHAR
Sigori B.O,801110,Paliganj,PATNA,BIHAR
Murka B.O,801110,Paliganj,PATNA,BIHAR
Makhmilpur B.O,801110,Paliganj,PATNA,BIHAR
Khanpura B.O,801110,Paliganj,PATNA,BIHAR
Makhmilpur B.O,801110,Paliganj,PATNA,BIHAR
Murka B.O,801110,Paliganj,PATNA,BIHAR
Banauli Khurd B.O,801110,Paliganj,PATNA,BIHAR
Murka B.O,801110,Paliganj,PATNA,BIHAR
Sarsi B.O,801110,Paliganj,PATNA,BIHAR
Khanpura B.O,801110,Paliganj,PATNA,BIHAR
Kurkuri B.O,801110,Paliganj,PATNA,BIHAR
Murka B.O,801110,Paliganj,PATNA,BIHAR
Paliganj S.O,801110,Paliganj,PATNA,BIHAR
Paliganj S.O,801110,Paliganj,PATNA,BIHAR
Murka B.O,801110,Paliganj,PATNA,BIHAR
Khanpura B.O,801110,Paliganj,PATNA,BIHAR
Chiksi B.O,801110,Paliganj,PATNA,BIHAR
Sikaria B.O,801110,Paliganj,PATNA,BIHAR
Achua B.O,801110,Dulhin Bazar,PATNA,BIHAR
Ranipur B.O,801110,Paliganj,PATNA,BIHAR
Achua B.O,801110,Paliganj,PATNA,BIHAR
Banauli Khurd B.O,801110,Paliganj,PATNA,BIHAR
Chandhaus B.O,801110,Paliganj,PATNA,BIHAR
Sahora B.O,801110,Paliganj,PATNA,BIHAR
Mahabalipur B.O,801110,Paliganj,PATNA,BIHAR
Chiksi B.O,801110,Paliganj,PATNA,BIHAR
Chiksi B.O,801110,Paliganj,PATNA,BIHAR
Sigori B.O,801110,Paliganj,PATNA,BIHAR
Sigori B.O,801110,Paliganj,PATNA,BIHAR
Sikaria B.O,801110,Bikram,PATNA,BIHAR
Sikaria B.O,801110,Paliganj,PATNA,BIHAR
Chiksi B.O,801110,Paliganj,PATNA,BIHAR
Paliganj S.O,801110,Paliganj,PATNA,BIHAR
Sarsi B.O,801110,Paliganj,PATNA,BIHAR
Chiksi B.O,801110,Paliganj,PATNA,BIHAR
Dahia B.O,801110,Paliganj,PATNA,BIHAR
Paliganj S.O,801110,Paliganj,PATNA,BIHAR
Chandhaus B.O,801110,Paliganj,PATNA,BIHAR
Banauli Khurd B.O,801110,Paliganj,PATNA,BIHAR
Janpur B.O,801110,Paliganj,PATNA,BIHAR
Jarkha B.O,801110,Paliganj,PATNA,BIHAR
Khanpura B.O,801110,Paliganj,PATNA,BIHAR
Kurkuri B.O,801110,Paliganj,PATNA,BIHAR
Sarsi B.O,801110,Paliganj,PATNA,BIHAR
Sidhirpur B.O,801110,Paliganj,PATNA,BIHAR
Khanpura B.O,801110,Paliganj,PATNA,BIHAR
Khanpura B.O,801110,Paliganj,PATNA,BIHAR
Sikaria B.O,801110,Paliganj,PATNA,BIHAR
Chandhaus B.O,801110,Paliganj,PATNA,BIHAR
Paliganj S.O,801110,Paliganj,PATNA,BIHAR
Masaurha B.O,801110,Paliganj,PATNA,BIHAR
Dahia B.O,801110,Paliganj,PATNA,BIHAR
Ranipur B.O,801110,Paliganj,PATNA,BIHAR
Masaurha B.O,801110,Paliganj,PATNA,BIHAR
Khanpura B.O,801110,Paliganj,PATNA,BIHAR
Chiksi B.O,801110,Paliganj,PATNA,BIHAR
Mahabalipur B.O,801110,Paliganj,PATNA,BIHAR
Sigori B.O,801110,Paliganj,PATNA,BIHAR
Sigori B.O,801110,Paliganj,PATNA,BIHAR
Sidhirpur B.O,801110,Paliganj,PATNA,BIHAR
Sahora B.O,801110,Paliganj,PATNA,BIHAR
Sahora B.O,801110,Paliganj,PATNA,BIHAR
Dahia B.O,801110,Paliganj,PATNA,BIHAR
Paliganj S.O,801110,Paliganj,PATNA,BIHAR
Kurkuri B.O,801110,Phulwari,PATNA,BIHAR
Masaurha B.O,801110,Paliganj,PATNA,BIHAR
Achua B.O,801110,Paliganj,PATNA,BIHAR
Paipura Kala B.O,801110,Paliganj,PATNA,BIHAR
Ankuri B.O,801110,Paliganj,PATNA,BIHAR
Sidhirpur B.O,801110,Paliganj,PATNA,BIHAR
Ranipur B.O,801110,Paliganj,PATNA,BIHAR
Ankuri B.O,801110,Paliganj,PATNA,BIHAR
Srichandpur B.O,801111,Naubatpur,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Maner,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Bihta,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Maner,PATNA,BIHAR
Dhobiakalanpur B.O,801111,Naubatpur,PATNA,BIHAR
Sadisopur S.O,801111,Bihta,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Maner,PATNA,BIHAR
Sadisopur S.O,801111,Bihta,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Maner,PATNA,BIHAR
Dhobiakalanpur B.O,801111,Naubatpur,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Maner,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Maner,PATNA,BIHAR
Srichandpur B.O,801111,Bihta,PATNA,BIHAR
Sadisopur S.O,801111,Naubatpur,PATNA,BIHAR
Painal B.O,801111,Bihta,PATNA,BIHAR
Painal B.O,801111,Bihta,PATNA,BIHAR
Sadisopur S.O,801111,Bihta,PATNA,BIHAR
Sadisopur S.O,801111,Naubatpur,PATNA,BIHAR
Bajitpur B.O,801111,Bihta,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Bihta,PATNA,BIHAR
Dhobiakalanpur B.O,801111,Naubatpur,PATNA,BIHAR
Sadisopur S.O,801111,Naubatpur,PATNA,BIHAR
Sadisopur S.O,801111,Naubatpur,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Bihta,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Maner,PATNA,BIHAR
Sadisopur S.O,801111,Bihta,PATNA,BIHAR
Dhobiakalanpur B.O,801111,Naubatpur,PATNA,BIHAR
Dhobiakalanpur B.O,801111,Naubatpur,PATNA,BIHAR
Srichandpur B.O,801111,Naubatpur,PATNA,BIHAR
Sadisopur S.O,801111,Naubatpur,PATNA,BIHAR
Sadisopur S.O,801111,Bihta,PATNA,BIHAR
Tishkhora B.O,801111,Naubatpur,PATNA,BIHAR
Dhobiakalanpur B.O,801111,Naubatpur,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Bihta,PATNA,BIHAR
Srichandpur B.O,801111,Bihta,PATNA,BIHAR
Sadisopur S.O,801111,Bihta,PATNA,BIHAR
Bishunpura B.O,801111,Bihta,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Maner,PATNA,BIHAR
Tishkhora B.O,801111,Naubatpur,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Maner,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Maner,PATNA,BIHAR
Kamla Gopalpur B.O,801111,Bihta,PATNA,BIHAR
Tishkhora B.O,801111,Naubatpur,PATNA,BIHAR
Dhobiakalanpur B.O,801111,Naubatpur,PATNA,BIHAR
Barah B.O,801112,Bikram,PATNA,BIHAR
Lai S.O,801112,Bikram,PATNA,BIHAR
Doghara B.O,801112,Bihta,PATNA,BIHAR
Lai S.O,801112,Bihta,PATNA,BIHAR
Doghara B.O,801112,Bihta,PATNA,BIHAR
Bindaul B.O,801112,Bihta,PATNA,BIHAR
Lai S.O,801112,Bihta,PATNA,BIHAR
Lai S.O,801112,Bihta,PATNA,BIHAR
Patut B.O,801112,Bikram,PATNA,BIHAR
Patut B.O,801112,Bikram,PATNA,BIHAR
Barah B.O,801112,Bikram,PATNA,BIHAR
Doghara B.O,801112,Bihta,PATNA,BIHAR
Ekbalganj Nisarpura B.O,801112,Bikram,PATNA,BIHAR
Patut B.O,801112,Bihta,PATNA,BIHAR
Bindaul B.O,801112,Bihta,PATNA,BIHAR
Bindaul B.O,801112,Bihta,PATNA,BIHAR
Doghara B.O,801112,Bihta,PATNA,BIHAR
Barah B.O,801112,Bikram,PATNA,BIHAR
Lai S.O,801112,Bihta,PATNA,BIHAR
Barah B.O,801112,Bikram,PATNA,BIHAR
Bindaul B.O,801112,Bihta,PATNA,BIHAR
Patut B.O,801112,Bikram,PATNA,BIHAR
Ekbalganj Nisarpura B.O,801112,Bihta,PATNA,BIHAR
Doghara B.O,801112,Bihta,PATNA,BIHAR
Lai S.O,801112,Bihta,PATNA,BIHAR
Ekbalganj Nisarpura B.O,801112,Bihta,PATNA,BIHAR
Doghara B.O,801112,Bihta,PATNA,BIHAR
Lai S.O,801112,Bihta,PATNA,BIHAR
Lai S.O,801112,Bihta,PATNA,BIHAR
Neora S.O (Patna),801113,Bihta,PATNA,BIHAR
Faridpur B.O,801113,Phulwari,PATNA,BIHAR
Anda B.O,801113,Phulwari,PATNA,BIHAR
Sarai B.O,801113,Maner,PATNA,BIHAR
Sarai B.O,801113,Maner,PATNA,BIHAR
Neora S.O (Patna),801113,Bihta,PATNA,BIHAR
Neora S.O (Patna),801113,Bihta,PATNA,BIHAR
Faridpur B.O,801113,Phulwari,PATNA,BIHAR
Neora S.O (Patna),801113,Bihta,PATNA,BIHAR
Faridpur B.O,801113,Phulwari,PATNA,BIHAR
Sarai B.O,801113,Maner,PATNA,BIHAR
Neora S.O (Patna),801113,Bihta,PATNA,BIHAR
Sarai B.O,801113,Maner,PATNA,BIHAR
Anda B.O,801113,Phulwari,PATNA,BIHAR
Sarai B.O,801113,Dinapur-Cum-Khagaul,PATNA,BIHAR
Anda B.O,801113,Phulwari,PATNA,BIHAR
Neora S.O (Patna),801113,Bihta,PATNA,BIHAR
Neora S.O (Patna),801113,Dinapur-Cum-Khagaul,PATNA,BIHAR
Neora S.O (Patna),801113,Bihta,PATNA,BIHAR
Neora S.O (Patna),801113,Bihta,PATNA,BIHAR
Neora S.O (Patna),801113,Bihta,PATNA,BIHAR
Neora S.O (Patna),801113,Dinapur-Cum-Khagaul,PATNA,BIHAR
Anda B.O,801113,Phulwari,PATNA,BIHAR
Faridpur B.O,801113,Phulwari,PATNA,BIHAR
Anda B.O,801113,Phulwari,PATNA,BIHAR
Neora S.O (Patna),801113,Bihta,PATNA,BIHAR
Balua B.O,801113,Maner,PATNA,BIHAR
Sarai B.O,801113,Maner,PATNA,BIHAR
Neora S.O (Patna),801113,Phulwari,PATNA,BIHAR
Neora S.O (Patna),801113,Bihta,PATNA,BIHAR
Jagai B.O,801301,Ekangarsarai,NALANDA,BIHAR
Koshiyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Oriyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ranipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ope B.O,801301,Ekangarsarai,NALANDA,BIHAR
Daniawan Pendapur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Dhangawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Nishchalganj B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Pasanchi B.O,801301,Ekangarsarai,NALANDA,BIHAR
Khaddi Lodipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Koshiyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangersarai S.O,801301,Ekangarsarai,NALANDA,BIHAR
Ope B.O,801301,Ekangarsarai,NALANDA,BIHAR
Oriyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Nishchalganj B.O,801301,Ekangarsarai,NALANDA,BIHAR
Daniawan Pendapur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Habbipur B.O,801301,Parbalpur,NALANDA,BIHAR
Ekangersarai S.O,801301,Ekangarsarai,NALANDA,BIHAR
Dhangawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Koshiyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Juniar B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Jagai B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Jagai B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangersarai S.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ranipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Besai Bigha B.O,801301,Ekangarsarai,NALANDA,BIHAR
Besai Bigha B.O,801301,Ekangarsarai,NALANDA,BIHAR
Bajitpur Khiruti B.O,801301,Ekangarsarai,NALANDA,BIHAR
Durgawan B.O,801301,Hilsa,NALANDA,BIHAR
Parthu B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ope B.O,801301,Ekangarsarai,NALANDA,BIHAR
Pasanchi B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangersarai S.O,801301,Ekangarsarai,NALANDA,BIHAR
Ope B.O,801301,Ekangarsarai,NALANDA,BIHAR
Koshiyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Aungari B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangersarai S.O,801301,Ekangarsarai,NALANDA,BIHAR
Puna B.O,801301,Hilsa,NALANDA,BIHAR
Juniar B.O,801301,Ekangarsarai,NALANDA,BIHAR
Juniar B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ope B.O,801301,Ekangarsarai,NALANDA,BIHAR
Durgawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Nishchalganj B.O,801301,Ekangarsarai,NALANDA,BIHAR
Daniawan Pendapur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ope B.O,801301,Ekangarsarai,NALANDA,BIHAR
Khaddi Lodipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Dhangawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Nishchalganj B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ranipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Nishchalganj B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Daniawan Pendapur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ranipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Dhangawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangersarai S.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Durgawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Juniar B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Oriyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Daniawan Pendapur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Dhangawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangersarai S.O,801301,Ekangarsarai,NALANDA,BIHAR
Ranipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Jagai B.O,801301,Ekangarsarai,NALANDA,BIHAR
Jagai B.O,801301,Ekangarsarai,NALANDA,BIHAR
Juniar B.O,801301,Ekangarsarai,NALANDA,BIHAR
Daniawan Pendapur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Koshiyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Durgawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Madanpur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Jagai B.O,801301,Ekangarsarai,NALANDA,BIHAR
Nishchalganj B.O,801301,Ekangarsarai,NALANDA,BIHAR
Aungari B.O,801301,Hilsa,NALANDA,BIHAR
Ekangersarai S.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangersarai S.O,801301,Ekangarsarai,NALANDA,BIHAR
Juniar B.O,801301,Ekangarsarai,NALANDA,BIHAR
Pasanchi B.O,801301,Ekangarsarai,NALANDA,BIHAR
Puna B.O,801301,Hilsa,NALANDA,BIHAR
Durgawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ope B.O,801301,Ekangarsarai,NALANDA,BIHAR
Pasanchi B.O,801301,Ekangarsarai,NALANDA,BIHAR
Jagai B.O,801301,Ekangarsarai,NALANDA,BIHAR
Besai Bigha B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangersarai S.O,801301,Ekangarsarai,NALANDA,BIHAR
Bajitpur Khiruti B.O,801301,Ekangarsarai,NALANDA,BIHAR
Oriyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Durgawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Dhangawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Nishchalganj B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ranipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Koshiyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Besai Bigha B.O,801301,Ekangarsarai,NALANDA,BIHAR
Habbipur B.O,801301,Parbalpur,NALANDA,BIHAR
Pasanchi B.O,801301,Ekangarsarai,NALANDA,BIHAR
Nishchalganj B.O,801301,Ekangarsarai,NALANDA,BIHAR
Jagai B.O,801301,Ekangarsarai,NALANDA,BIHAR
Pasanchi B.O,801301,Ekangarsarai,NALANDA,BIHAR
Pasanchi B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ope B.O,801301,Ekangarsarai,NALANDA,BIHAR
Dhangawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Habbipur B.O,801301,Parbalpur,NALANDA,BIHAR
Besai Bigha B.O,801301,Ekangarsarai,NALANDA,BIHAR
Dhangawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Jagai B.O,801301,Ekangarsarai,NALANDA,BIHAR
Habbipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ope B.O,801301,Ekangarsarai,NALANDA,BIHAR
Jagai B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangersarai S.O,801301,Ekangarsarai,NALANDA,BIHAR
Juniar B.O,801301,Hilsa,NALANDA,BIHAR
Khaddi Lodipur B.O,801301,Hilsa,NALANDA,BIHAR
Durgawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Koshiyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Parthu B.O,801301,Ekangarsarai,NALANDA,BIHAR
Habbipur B.O,801301,Parbalpur,NALANDA,BIHAR
Aungari B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Pasanchi B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ope B.O,801301,Ekangarsarai,NALANDA,BIHAR
Pasanchi B.O,801301,Ekangarsarai,NALANDA,BIHAR
Oriyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ranipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Besai Bigha B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangerdih B.O,801301,Ekangarsarai,NALANDA,BIHAR
Durgawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Koshiyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Parthu B.O,801301,Ekangarsarai,NALANDA,BIHAR
Dhangawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Durgawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Parthu B.O,801301,Ekangarsarai,NALANDA,BIHAR
Khaddi Lodipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ranipur B.O,801301,Islampur,NALANDA,BIHAR
Jagai B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangersarai S.O,801301,Ekangarsarai,NALANDA,BIHAR
Khaddi Lodipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Jagai B.O,801301,Ekangarsarai,NALANDA,BIHAR
Bajitpur Khiruti B.O,801301,Ekangarsarai,NALANDA,BIHAR
Oriyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Besai Bigha B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ranipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Oriyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Durgawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Juniar B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ekangersarai S.O,801301,Ekangarsarai,NALANDA,BIHAR
Jagai B.O,801301,Ekangarsarai,NALANDA,BIHAR
Durgawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Besai Bigha B.O,801301,Ekangarsarai,NALANDA,BIHAR
Oriyawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ranipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Habbipur B.O,801301,Parbalpur,NALANDA,BIHAR
Ekangersarai S.O,801301,Ekangarsarai,NALANDA,BIHAR
Juniar B.O,801301,Ekangarsarai,NALANDA,BIHAR
Daniawan Pendapur B.O,801301,Hilsa,NALANDA,BIHAR
Nishchalganj B.O,801301,Ekangarsarai,NALANDA,BIHAR
Pasanchi B.O,801301,Ekangarsarai,NALANDA,BIHAR
Ranipur B.O,801301,Ekangarsarai,NALANDA,BIHAR
Jagai B.O,801301,Ekangarsarai,NALANDA,BIHAR
Durgawan B.O,801301,Ekangarsarai,NALANDA,BIHAR
Kawa B.O,801302,Hilsa,NALANDA,BIHAR
Mai B.O,801302,Hilsa,NALANDA,BIHAR
Bhobhi B.O,801302,Hilsa,NALANDA,BIHAR
Kaliyachak B.O,801302,Hilsa,NALANDA,BIHAR
Mohiddinpur B.O,801302,Hilsa,NALANDA,BIHAR
Dahabigha B.O,801302,Hilsa,NALANDA,BIHAR
Mirzapur B.O,801302,Hilsa,NALANDA,BIHAR
Dahabigha B.O,801302,Hilsa,NALANDA,BIHAR
Chiksoura B.O,801302,Hilsa,NALANDA,BIHAR
Korawan B.O,801302,Hilsa,NALANDA,BIHAR
Kapsima B.O,801302,Hilsa,NALANDA,BIHAR
Kachiyawan B.O,801302,Nagar Nausa,NALANDA,BIHAR
Kachiyawan B.O,801302,Hilsa,NALANDA,BIHAR
Keshopur B.O,801302,Ekangarsarai,NALANDA,BIHAR
Kaliyachak B.O,801302,Hilsa,NALANDA,BIHAR
Hilsa S.O,801302,Hilsa,NALANDA,BIHAR
Kapsima B.O,801302,Hilsa,NALANDA,BIHAR
Yogipur B.O,801302,Hilsa,NALANDA,BIHAR
Kaliyachak B.O,801302,Hilsa,NALANDA,BIHAR
Korawan B.O,801302,Hilsa,NALANDA,BIHAR
Kapsima B.O,801302,Hilsa,NALANDA,BIHAR
Keshopur B.O,801302,Ekangarsarai,NALANDA,BIHAR
Mominpur B.O,801302,Hilsa,NALANDA,BIHAR
Kachiyawan B.O,801302,Hilsa,NALANDA,BIHAR
Hilsa S.O,801302,Karai Parsurai,NALANDA,BIHAR
Chamarbigha B.O,801302,Hilsa,NALANDA,BIHAR
Mohiddinpur B.O,801302,Hilsa,NALANDA,BIHAR
Bhobhi B.O,801302,Hilsa,NALANDA,BIHAR
Korawan B.O,801302,Hilsa,NALANDA,BIHAR
Chamarbigha B.O,801302,Hilsa,NALANDA,BIHAR
Kapsima B.O,801302,Hilsa,NALANDA,BIHAR
Bhobhi B.O,801302,Nagar Nausa,NALANDA,BIHAR
Dahabigha B.O,801302,Hilsa,NALANDA,BIHAR
Mai B.O,801302,Hilsa,NALANDA,BIHAR
Mirzapur B.O,801302,Hilsa,NALANDA,BIHAR
Hilsa S.O,801302,Hilsa,NALANDA,BIHAR
Mohiddinpur B.O,801302,Karai Parsurai,NALANDA,BIHAR
Yogipur B.O,801302,Hilsa,NALANDA,BIHAR
Mohiddinpur B.O,801302,Hilsa,NALANDA,BIHAR
Kamta B.O,801302,Hilsa,NALANDA,BIHAR
Kapsima B.O,801302,Hilsa,NALANDA,BIHAR
Mominpur B.O,801302,Hilsa,NALANDA,BIHAR
Korawan B.O,801302,Hilsa,NALANDA,BIHAR
Bhobhi B.O,801302,Hilsa,NALANDA,BIHAR
Yogipur B.O,801302,Hilsa,NALANDA,BIHAR
Chiksoura B.O,801302,Hilsa,NALANDA,BIHAR
Mohiddinpur B.O,801302,Hilsa,NALANDA,BIHAR
Mominpur B.O,801302,Hilsa,NALANDA,BIHAR
Kapsima B.O,801302,Hilsa,NALANDA,BIHAR
Korawan B.O,801302,Hilsa,NALANDA,BIHAR
Niriatulsipur B.O,801302,Hilsa,NALANDA,BIHAR
Dahabigha B.O,801302,Hilsa,NALANDA,BIHAR
Dahabigha B.O,801302,Hilsa,NALANDA,BIHAR
Kapsima B.O,801302,Hilsa,NALANDA,BIHAR
Kaliyachak B.O,801302,Hilsa,NALANDA,BIHAR
Dahabigha B.O,801302,Hilsa,NALANDA,BIHAR
Dahabigha B.O,801302,Hilsa,NALANDA,BIHAR
Chiksoura B.O,801302,Hilsa,NALANDA,BIHAR
Kaliyachak B.O,801302,Hilsa,NALANDA,BIHAR
Korawan B.O,801302,Hilsa,NALANDA,BIHAR
Chamarbigha B.O,801302,Hilsa,NALANDA,BIHAR
Niriatulsipur B.O,801302,Karai Parsurai,NALANDA,BIHAR
Mai B.O,801302,Hilsa,NALANDA,BIHAR
Chiksoura B.O,801302,Hilsa,NALANDA,BIHAR
Kaliyachak B.O,801302,Hilsa,NALANDA,BIHAR
Kapsima B.O,801302,Hilsa,NALANDA,BIHAR
Keshopur B.O,801302,Ekangarsarai,NALANDA,BIHAR
Dahabigha B.O,801302,Hilsa,NALANDA,BIHAR
Niriatulsipur B.O,801302,Hilsa,NALANDA,BIHAR
Bhobhi B.O,801302,Hilsa,NALANDA,BIHAR
Mai B.O,801302,Ekangarsarai,NALANDA,BIHAR
Kaliyachak B.O,801302,Hilsa,NALANDA,BIHAR
Niriatulsipur B.O,801302,Hilsa,NALANDA,BIHAR
Kapsima B.O,801302,Hilsa,NALANDA,BIHAR
Chiksoura B.O,801302,Hilsa,NALANDA,BIHAR
Hilsa S.O,801302,Hilsa,NALANDA,BIHAR
Niriatulsipur B.O,801302,Hilsa,NALANDA,BIHAR
Yogipur B.O,801302,Hilsa,NALANDA,BIHAR
Korawan B.O,801302,Hilsa,NALANDA,BIHAR
Dahabigha B.O,801302,Hilsa,NALANDA,BIHAR
Mominpur B.O,801302,Hilsa,NALANDA,BIHAR
Chamarbigha B.O,801302,Hilsa,NALANDA,BIHAR
Kaliyachak B.O,801302,Hilsa,NALANDA,BIHAR
Chiksoura B.O,801302,Hilsa,NALANDA,BIHAR
Mai B.O,801302,Hilsa,NALANDA,BIHAR
Hilsa S.O,801302,Karai Parsurai,NALANDA,BIHAR
Dahabigha B.O,801302,Hilsa,NALANDA,BIHAR
Mominpur B.O,801302,Hilsa,NALANDA,BIHAR
Dahabigha B.O,801302,Hilsa,NALANDA,BIHAR
Chamarbigha B.O,801302,Hilsa,NALANDA,BIHAR
Chiksoura B.O,801302,Hilsa,NALANDA,BIHAR
Mai B.O,801302,Hilsa,NALANDA,BIHAR
Kapsima B.O,801302,Hilsa,NALANDA,BIHAR
Dahabigha B.O,801302,Hilsa,NALANDA,BIHAR
Dahabigha B.O,801302,Hilsa,NALANDA,BIHAR
Yogipur B.O,801302,Hilsa,NALANDA,BIHAR
